sample_id,model_id,franklin_estimation,evergreen_estimation,absolute_savings_difference
018b9b039cf5282fe6654fcca607f3c0d694d145_AMI,018b9b039cf5282fe6654fcca607f3c0d694d145,2.823978256,3.1960063351,0.3720280790999997
018cf973107d2f9553dcaeac0985f85463d0da58_AMI,018cf973107d2f9553dcaeac0985f85463d0da58,4.430306936,3.7333023939,0.6970045421000002
019b24ce726c1587aa9df785e5991dde0be85d46_AMI,019b24ce726c1587aa9df785e5991dde0be85d46,1.128013769,1.8656289016,0.7376151326
019e8ccb126002733eb1037e678db2d8d5f95695_AMI,019e8ccb126002733eb1037e678db2d8d5f95695,0.769310946,3.1397998351,2.3704888890999998
01af7ef3f998c0fdc447a80ec9e9fd9feb94a53c_AMI,01af7ef3f998c0fdc447a80ec9e9fd9feb94a53c,3.904559088,3.3404422559,0.5641168320999999
01c7cbf75952011c7b87f5b6f04ed3e62d4908a2_AMI,01c7cbf75952011c7b87f5b6f04ed3e62d4908a2,1.174465932,1.6522286259,0.47776269390000015
01d70bbc6f495f4e92db3674e3fdcf01813a8f7d_AMI,01d70bbc6f495f4e92db3674e3fdcf01813a8f7d,0.581229324,1.0163133608000001,0.4350840368000001
01d92c720e2992be6e365dfe884f72c2c478b768_AMI,01d92c720e2992be6e365dfe884f72c2c478b768,2.952072261,-1.4818316024999998,4.433903863499999
01df2e775cd89acd8e5e540568622e642ecbd7ae_AMI,01df2e775cd89acd8e5e540568622e642ecbd7ae,1.72067343,-1.6179596679000001,3.3386330979
01e40ba12389c73c3b48905b98f6b0f204c946f2_AMI,01e40ba12389c73c3b48905b98f6b0f204c946f2,3.667204354,0.9006083190999998,2.7665960349
01e4fea73f164f4e57ad91bc0f21d554c6f4bf52_AMI,01e4fea73f164f4e57ad91bc0f21d554c6f4bf52,5.565972751,4.2696200329,1.2963527181000005
01ed9d63468fe3b6dbfde0d89ca174988880e97d_AMI,01ed9d63468fe3b6dbfde0d89ca174988880e97d,1.506098434,-0.3149052105,1.8210036445000002
01f2c4354da32501c3d85f30f08b2fbe62730b3d_AMI,01f2c4354da32501c3d85f30f08b2fbe62730b3d,3.678861818,2.5364017275,1.1424600905000002
01f4452297bf4db5b40bd20729538dee78ed0e46_AMI,01f4452297bf4db5b40bd20729538dee78ed0e46,1.663372552,0.009140369899999987,1.6542321821000001
01ff026418f8ca13061b4d2659f5359e72223e9e_AMI,01ff026418f8ca13061b4d2659f5359e72223e9e,2.741145778,1.7982130445000002,0.9429327334999997
0204dc855d5318e45ce2fb8be767015c8e17b4b2_AMI,0204dc855d5318e45ce2fb8be767015c8e17b4b2,0.002607504,0.1681322261,0.1655247221
021f7c8c6ba0a80f97bf1eb50c13ec26584a3f1e_AMI,021f7c8c6ba0a80f97bf1eb50c13ec26584a3f1e,1.278173208,-7.6710073908,8.9491805988
0221f258ad4aa017c48bad7139f852d954bd252e_AMI,0221f258ad4aa017c48bad7139f852d954bd252e,4.924119066,5.2164719313,0.2923528652999998
022dd0fc39afaa0aa7e6c6f4580578b25025cb2c_AMI,022dd0fc39afaa0aa7e6c6f4580578b25025cb2c,4.950917997,2.0435386312,2.9073793658000002
0235982176730102b609157d3ad3b0e90d81a883_AMI,0235982176730102b609157d3ad3b0e90d81a883,5.254396473,0.8884992420000002,4.365897231
0238ee9bfa0b9eefbcae73a232ccc308824e957c_AMI,0238ee9bfa0b9eefbcae73a232ccc308824e957c,1.4891355020000001,2.1322293954,0.6430938933999999
023d0d4df4a9beed4accb24766ba9af88fb2a6bd_AMI,023d0d4df4a9beed4accb24766ba9af88fb2a6bd,3.22444143,4.0015955417,0.7771541117000003
02466a0be44e39e5267bfb0188a7b020b12ee935_AMI,02466a0be44e39e5267bfb0188a7b020b12ee935,1.411164499,0.9893623861999999,0.42180211280000013
0251e76d796ee25295bfabe286dd0f7cfbd80dcc_AMI,0251e76d796ee25295bfabe286dd0f7cfbd80dcc,0.483651455,-1.628055101,2.111706556
0258d439fe63d0f3b509a2687c9524a0fd9c9f51_AMI,0258d439fe63d0f3b509a2687c9524a0fd9c9f51,1.495383904,-0.5320755269999999,2.027459431
0259de37ef024686fc503d33e25b3c482feed054_AMI,0259de37ef024686fc503d33e25b3c482feed054,6.520910884,4.2453993602,2.2755115237999997
025ff8bc70341664dc03f8f60857f7e70a9bb7de_AMI,025ff8bc70341664dc03f8f60857f7e70a9bb7de,5.117514964,-2.0333579747000003,7.1508729387
026b9b894e3c50e82ad7209da7b49cfec3fc69c5_AMI,026b9b894e3c50e82ad7209da7b49cfec3fc69c5,0.397243407,0.08799427929999998,0.3092491277
026c2380606c742ca41e06938b81ff6aab811240_AMI,026c2380606c742ca41e06938b81ff6aab811240,0.544767321,-0.3125717988000002,0.8573391198000002
02745960c47371c2d8db8299ba929ff928aa38bb_AMI,02745960c47371c2d8db8299ba929ff928aa38bb,4.812455527,4.7206679105,0.09178761650000045
0278c2fd447af4dfaa184cdca7040136c03ff646_AMI,0278c2fd447af4dfaa184cdca7040136c03ff646,4.528161877,4.2158814964,0.31228038059999985
028b109c4aceec179374d0a8e1a57afb96ca1b6f_AMI,028b109c4aceec179374d0a8e1a57afb96ca1b6f,4.122481995,0.8516605149999998,3.2708214800000004
028e63490a7f19ae3daf430ce8a94b35f9e1a730_AMI,028e63490a7f19ae3daf430ce8a94b35f9e1a730,-7.614848451,-11.4052710465,3.790422595499999
029af9ea14b03c11b9cf598ade1a9f9aed79dd87_AMI,029af9ea14b03c11b9cf598ade1a9f9aed79dd87,1.567900647,-2.8984991366,4.4663997836
02a32d344e71ab3f86b601a65678ecb7b5a30cb5_AMI,02a32d344e71ab3f86b601a65678ecb7b5a30cb5,2.964753702,6.1268816933,3.1621279912999998
02a550588245d6bfbd1853f4102921d639822a71_AMI,02a550588245d6bfbd1853f4102921d639822a71,1.130001667,0.25722885830000003,0.8727728087
02a97c0769678659175b806500c6ed0169ac2dd6_AMI,02a97c0769678659175b806500c6ed0169ac2dd6,6.361042195,5.0985656576,1.2624765373999995
02b94217d8b09c60accde21bfe3250b13e7fed11_AMI,02b94217d8b09c60accde21bfe3250b13e7fed11,4.438302355,5.6067060374,1.1684036824000001
02c1c25656d5e6d0487c568db0dd5889d8cd5547_AMI,02c1c25656d5e6d0487c568db0dd5889d8cd5547,-0.495109859,-5.3253469801,4.8302371211
02c40cba8489d1bc1375886b5fea165d2f72efd1_AMI,02c40cba8489d1bc1375886b5fea165d2f72efd1,-6.470924802,-7.753818920900001,1.2828941189000007
02c44930789a7d77bdec7dbc2d2092b226c2757f_AMI,02c44930789a7d77bdec7dbc2d2092b226c2757f,2.875086898,-0.961902882,3.83698978
02c4b88d2bb5020c95d13485efab833640593e06_AMI,02c4b88d2bb5020c95d13485efab833640593e06,4.277127708,3.8777673950000002,0.39936031299999986
02c7acf716661aa96eaa43362d0101402961ab9b_AMI,02c7acf716661aa96eaa43362d0101402961ab9b,3.270030533,3.4029060896,0.13287555660000017
02d5316d070f88cd372ee0440e918b7bd5d25477_AMI,02d5316d070f88cd372ee0440e918b7bd5d25477,2.278754288,-0.8258618053,3.1046160932999998
02d5d31a2fc60535243f6ff849fcb60dc8179ae4_AMI,02d5d31a2fc60535243f6ff849fcb60dc8179ae4,3.549568144,1.9800401667,1.5695279773000002
02d7a3e8c41121d1167e194d8b5e83fb2e3f5418_AMI,02d7a3e8c41121d1167e194d8b5e83fb2e3f5418,3.123031149,3.5509501275,0.42791897850000016
02da1cdd764e1c5b6e61111a8ad0f31df180df8b_AMI,02da1cdd764e1c5b6e61111a8ad0f31df180df8b,5.438273157,2.9471878352,2.4910853218000004
02da4d99dce63e43bab462106ff1704884f7ca86_AMI,02da4d99dce63e43bab462106ff1704884f7ca86,8.714525741,7.259894073000001,1.4546316679999984
02e0ad378fb935ec7f416fb638d0fa594604a53e_AMI,02e0ad378fb935ec7f416fb638d0fa594604a53e,6.305663651,7.4635396796,1.1578760286000005
02e39bab517f5cbf2dc2c2483884d40f1c44a48b_AMI,02e39bab517f5cbf2dc2c2483884d40f1c44a48b,1.221431242,-0.7860407726,2.0074720146000002
02e94fcb2dd3cc5b48a7efe0026181ac7ba54298_AMI,02e94fcb2dd3cc5b48a7efe0026181ac7ba54298,0.157654699,-2.0699493872,2.2276040862
02f36fb9cd27f0a531f43bb46dca8241e8d2fb7b_AMI,02f36fb9cd27f0a531f43bb46dca8241e8d2fb7b,0.318562677,-3.5685413487,3.8871040257000002
02fba1c77c60125d4e1c47112ec8727e0328d926_AMI,02fba1c77c60125d4e1c47112ec8727e0328d926,0.270263085,-1.1562786582999998,1.4265417432999998
0310d721dcdb09c394fa87992b07b3d321f0681d_AMI,0310d721dcdb09c394fa87992b07b3d321f0681d,2.129491757,4.2991322824,2.1696405253999997
0311417e1a78fd2a09e8896da30f95c17bd7348f_AMI,0311417e1a78fd2a09e8896da30f95c17bd7348f,2.867935287,0.7786849745,2.0892503125
03189e3c854f71d87606157431d5ff186b3d78b1_AMI,03189e3c854f71d87606157431d5ff186b3d78b1,7.033752171,4.4751408728,2.5586112981999998
031b5300f29704727b8a778eb204bb2e28039c1b_AMI,031b5300f29704727b8a778eb204bb2e28039c1b,1.415637553,0.9402824657,0.4753550873000001
031fa89eeb1f19864352be6ecff52719197946fd_AMI,031fa89eeb1f19864352be6ecff52719197946fd,6.075023109,4.9583835874,1.1166395215999998
0335f8a3997c88f13084ee477c45472079b234f3_AMI,0335f8a3997c88f13084ee477c45472079b234f3,2.73918675,3.4910094476,0.7518226976000002
